Pavarde             Vardas              Galutinis
Pavarde9278         Vardas9278          5.88
Pavarde9282         Vardas9282          7.12
Pavarde9284         Vardas9284          7.84
Pavarde9287         Vardas9287          7.56
Pavarde9288         Vardas9288          6.24
Pavarde9289         Vardas9289          7.72
Pavarde9292         Vardas9292          7.36
Pavarde9294         Vardas9294          5.44
Pavarde9302         Vardas9302          5.80
Pavarde9304         Vardas9304          7.32
Pavarde9306         Vardas9306          6.12
Pavarde9307         Vardas9307          6.20
Pavarde9308         Vardas9308          5.96
Pavarde9309         Vardas9309          6.12
Pavarde9316         Vardas9316          5.84
Pavarde9317         Vardas9317          7.12
Pavarde9318         Vardas9318          6.84
Pavarde9319         Vardas9319          5.60
Pavarde9321         Vardas9321          5.52
Pavarde9322         Vardas9322          6.44
Pavarde9323         Vardas9323          7.44
Pavarde9327         Vardas9327          6.20
Pavarde9329         Vardas9329          7.00
Pavarde9330         Vardas9330          6.00
Pavarde9331         Vardas9331          5.76
Pavarde9335         Vardas9335          6.60
Pavarde9340         Vardas9340          7.76
Pavarde9345         Vardas9345          5.20
Pavarde9346         Vardas9346          7.04
Pavarde9347         Vardas9347          7.80
Pavarde9348         Vardas9348          8.32
Pavarde9353         Vardas9353          7.84
Pavarde9354         Vardas9354          8.20
Pavarde9356         Vardas9356          5.88
Pavarde9357         Vardas9357          8.80
Pavarde9359         Vardas9359          6.40
Pavarde9361         Vardas9361          5.88
Pavarde9363         Vardas9363          7.44
Pavarde9366         Vardas9366          5.80
Pavarde9367         Vardas9367          8.32
Pavarde9369         Vardas9369          7.08
Pavarde9370         Vardas9370          7.84
Pavarde9377         Vardas9377          6.48
Pavarde9378         Vardas9378          6.16
Pavarde9380         Vardas9380          5.64
Pavarde9381         Vardas9381          5.88
Pavarde9382         Vardas9382          5.64
Pavarde9383         Vardas9383          5.52
Pavarde9384         Vardas9384          7.56
Pavarde9388         Vardas9388          7.08
Pavarde9390         Vardas9390          5.52
Pavarde9392         Vardas9392          5.48
Pavarde9393         Vardas9393          7.20
Pavarde9394         Vardas9394          5.24
Pavarde9396         Vardas9396          9.12
Pavarde9397         Vardas9397          6.72
Pavarde9398         Vardas9398          5.20
Pavarde9400         Vardas9400          6.84
Pavarde9401         Vardas9401          5.92
Pavarde9402         Vardas9402          7.12
Pavarde9405         Vardas9405          6.20
Pavarde9409         Vardas9409          6.64
Pavarde9410         Vardas9410          7.12
Pavarde9411         Vardas9411          5.32
Pavarde9414         Vardas9414          5.64
Pavarde9415         Vardas9415          7.76
Pavarde9419         Vardas9419          8.16
Pavarde9424         Vardas9424          5.28
Pavarde9428         Vardas9428          8.40
Pavarde9432         Vardas9432          6.04
Pavarde9435         Vardas9435          6.00
Pavarde9436         Vardas9436          5.36
Pavarde9437         Vardas9437          7.36
Pavarde9444         Vardas9444          7.32
Pavarde9447         Vardas9447          7.52
Pavarde9448         Vardas9448          6.08
Pavarde9452         Vardas9452          5.44
Pavarde9457         Vardas9457          7.24
Pavarde9458         Vardas9458          6.20
Pavarde9459         Vardas9459          7.40
Pavarde9460         Vardas9460          6.16
Pavarde9461         Vardas9461          5.56
Pavarde9465         Vardas9465          7.08
Pavarde9466         Vardas9466          7.64
Pavarde9467         Vardas9467          5.96
Pavarde9468         Vardas9468          5.60
Pavarde9472         Vardas9472          7.40
Pavarde9474         Vardas9474          7.48
Pavarde9475         Vardas9475          6.48
Pavarde9480         Vardas9480          6.76
Pavarde9482         Vardas9482          6.28
Pavarde9486         Vardas9486          5.24
Pavarde9487         Vardas9487          6.32
Pavarde9488         Vardas9488          5.52
Pavarde9492         Vardas9492          5.32
Pavarde9494         Vardas9494          7.00
Pavarde9495         Vardas9495          5.44
Pavarde9496         Vardas9496          6.52
Pavarde9498         Vardas9498          6.56
Pavarde9499         Vardas9499          7.72
Pavarde9502         Vardas9502          8.04
Pavarde9505         Vardas9505          5.28
Pavarde9507         Vardas9507          6.84
Pavarde9508         Vardas9508          7.32
Pavarde9509         Vardas9509          5.88
Pavarde9510         Vardas9510          5.84
Pavarde9518         Vardas9518          7.64
Pavarde9519         Vardas9519          7.68
Pavarde9520         Vardas9520          6.08
Pavarde9521         Vardas9521          7.20
Pavarde9523         Vardas9523          5.28
Pavarde9525         Vardas9525          5.16
Pavarde9528         Vardas9528          5.52
Pavarde9531         Vardas9531          8.24
Pavarde9532         Vardas9532          6.00
Pavarde9533         Vardas9533          5.56
Pavarde9534         Vardas9534          7.56
Pavarde9536         Vardas9536          6.76
Pavarde9537         Vardas9537          6.20
Pavarde9539         Vardas9539          7.56
Pavarde9542         Vardas9542          7.28
Pavarde9543         Vardas9543          7.24
Pavarde9549         Vardas9549          8.00
Pavarde9553         Vardas9553          6.40
Pavarde9554         Vardas9554          5.84
Pavarde9555         Vardas9555          7.84
Pavarde9556         Vardas9556          8.88
Pavarde9558         Vardas9558          8.48
Pavarde9559         Vardas9559          6.76
Pavarde9561         Vardas9561          5.16
Pavarde9564         Vardas9564          5.48
Pavarde9565         Vardas9565          6.08
Pavarde9566         Vardas9566          6.52
Pavarde9568         Vardas9568          6.92
Pavarde9570         Vardas9570          6.36
Pavarde9573         Vardas9573          7.16
Pavarde9575         Vardas9575          5.24
Pavarde9578         Vardas9578          6.16
Pavarde9581         Vardas9581          5.16
Pavarde9582         Vardas9582          6.52
Pavarde9583         Vardas9583          8.08
Pavarde9586         Vardas9586          6.00
Pavarde9589         Vardas9589          6.24
Pavarde9593         Vardas9593          6.12
Pavarde9594         Vardas9594          7.36
Pavarde9596         Vardas9596          9.04
Pavarde9597         Vardas9597          7.16
Pavarde9599         Vardas9599          5.40
Pavarde9600         Vardas9600          5.04
Pavarde9602         Vardas9602          5.56
Pavarde9605         Vardas9605          5.80
Pavarde9606         Vardas9606          7.72
Pavarde9607         Vardas9607          6.44
Pavarde9608         Vardas9608          6.44
Pavarde9610         Vardas9610          7.24
Pavarde9613         Vardas9613          6.28
Pavarde9616         Vardas9616          7.32
Pavarde9617         Vardas9617          5.64
Pavarde9620         Vardas9620          5.40
Pavarde9621         Vardas9621          7.52
Pavarde9624         Vardas9624          5.32
Pavarde9625         Vardas9625          8.56
Pavarde9627         Vardas9627          6.76
Pavarde9630         Vardas9630          7.40
Pavarde9631         Vardas9631          6.32
Pavarde9632         Vardas9632          6.24
Pavarde9633         Vardas9633          7.84
Pavarde9642         Vardas9642          6.84
Pavarde9643         Vardas9643          5.92
Pavarde9644         Vardas9644          5.68
Pavarde9645         Vardas9645          6.36
Pavarde9646         Vardas9646          5.96
Pavarde9647         Vardas9647          7.44
Pavarde9652         Vardas9652          5.84
Pavarde9653         Vardas9653          6.84
Pavarde9658         Vardas9658          5.92
Pavarde9660         Vardas9660          5.20
Pavarde9661         Vardas9661          8.08
Pavarde9662         Vardas9662          7.96
Pavarde9665         Vardas9665          6.56
Pavarde9669         Vardas9669          5.60
Pavarde9673         Vardas9673          6.48
Pavarde9674         Vardas9674          6.64
Pavarde9675         Vardas9675          6.56
Pavarde9677         Vardas9677          5.80
Pavarde9679         Vardas9679          6.52
Pavarde9681         Vardas9681          7.84
Pavarde9688         Vardas9688          8.80
Pavarde9691         Vardas9691          5.56
Pavarde9693         Vardas9693          7.40
Pavarde9695         Vardas9695          5.24
Pavarde9697         Vardas9697          5.64
Pavarde9699         Vardas9699          5.76
Pavarde9700         Vardas9700          8.32
Pavarde9702         Vardas9702          7.80
Pavarde9703         Vardas9703          5.64
Pavarde9704         Vardas9704          6.24
Pavarde9706         Vardas9706          7.52
Pavarde9707         Vardas9707          6.52
Pavarde9710         Vardas9710          5.88
Pavarde9712         Vardas9712          5.88
Pavarde9714         Vardas9714          5.04
Pavarde9715         Vardas9715          7.84
Pavarde9719         Vardas9719          6.00
Pavarde9721         Vardas9721          6.24
Pavarde9726         Vardas9726          8.04
Pavarde9727         Vardas9727          5.64
Pavarde9728         Vardas9728          5.56
Pavarde9730         Vardas9730          5.72
Pavarde9731         Vardas9731          5.36
Pavarde9734         Vardas9734          5.48
Pavarde9735         Vardas9735          8.48
Pavarde9736         Vardas9736          8.52
Pavarde9737         Vardas9737          7.96
Pavarde9744         Vardas9744          6.64
Pavarde9746         Vardas9746          8.32
Pavarde9747         Vardas9747          5.32
Pavarde9751         Vardas9751          7.36
Pavarde9754         Vardas9754          8.08
Pavarde9756         Vardas9756          6.36
Pavarde9757         Vardas9757          6.00
Pavarde9761         Vardas9761          5.64
Pavarde9762         Vardas9762          7.40
Pavarde9763         Vardas9763          8.64
Pavarde9765         Vardas9765          8.80
Pavarde9770         Vardas9770          8.88
Pavarde9776         Vardas9776          5.92
Pavarde9777         Vardas9777          5.32
Pavarde9779         Vardas9779          6.40
Pavarde9785         Vardas9785          5.80
Pavarde9794         Vardas9794          6.12
Pavarde9795         Vardas9795          6.92
Pavarde9796         Vardas9796          6.48
Pavarde9797         Vardas9797          7.36
Pavarde9798         Vardas9798          7.32
Pavarde9800         Vardas9800          8.28
Pavarde9802         Vardas9802          6.64
Pavarde9804         Vardas9804          7.48
Pavarde9805         Vardas9805          7.36
Pavarde9807         Vardas9807          7.72
Pavarde9813         Vardas9813          7.68
Pavarde9816         Vardas9816          8.32
Pavarde9818         Vardas9818          5.36
Pavarde9819         Vardas9819          5.24
