Pavarde             Vardas              Galutinis
Pavarde8860         Vardas8860          2.84
Pavarde8863         Vardas8863          1.36
Pavarde8864         Vardas8864          3.84
Pavarde8865         Vardas8865          5.00
Pavarde8868         Vardas8868          4.00
Pavarde8871         Vardas8871          4.72
Pavarde8872         Vardas8872          0.96
Pavarde8874         Vardas8874          1.56
Pavarde8877         Vardas8877          3.96
Pavarde8882         Vardas8882          3.20
Pavarde8883         Vardas8883          4.64
Pavarde8884         Vardas8884          4.12
Pavarde8885         Vardas8885          4.52
Pavarde8887         Vardas8887          2.24
Pavarde8888         Vardas8888          2.12
Pavarde8893         Vardas8893          4.80
Pavarde8894         Vardas8894          2.60
Pavarde8895         Vardas8895          1.76
Pavarde8897         Vardas8897          2.36
Pavarde8898         Vardas8898          3.00
Pavarde8900         Vardas8900          1.52
Pavarde8903         Vardas8903          2.16
Pavarde8904         Vardas8904          4.64
Pavarde8907         Vardas8907          3.80
Pavarde8908         Vardas8908          4.64
Pavarde8910         Vardas8910          2.48
Pavarde8914         Vardas8914          4.96
Pavarde8915         Vardas8915          2.92
Pavarde8916         Vardas8916          4.20
Pavarde8917         Vardas8917          4.84
Pavarde8918         Vardas8918          4.68
Pavarde8921         Vardas8921          3.20
Pavarde8922         Vardas8922          2.64
Pavarde8924         Vardas8924          2.40
Pavarde8926         Vardas8926          4.40
Pavarde8927         Vardas8927          4.76
Pavarde8930         Vardas8930          4.84
Pavarde8933         Vardas8933          4.36
Pavarde8934         Vardas8934          4.28
Pavarde8935         Vardas8935          3.96
Pavarde8939         Vardas8939          2.32
Pavarde8940         Vardas8940          2.48
Pavarde8943         Vardas8943          4.52
Pavarde8944         Vardas8944          4.44
Pavarde8946         Vardas8946          2.72
Pavarde8948         Vardas8948          4.80
Pavarde8949         Vardas8949          2.60
Pavarde8950         Vardas8950          4.24
Pavarde8951         Vardas8951          4.12
Pavarde8957         Vardas8957          3.84
Pavarde8958         Vardas8958          1.44
Pavarde8962         Vardas8962          3.92
Pavarde8969         Vardas8969          3.00
Pavarde8971         Vardas8971          4.32
Pavarde8972         Vardas8972          4.32
Pavarde8973         Vardas8973          1.36
Pavarde8980         Vardas8980          2.04
Pavarde8981         Vardas8981          3.28
Pavarde8982         Vardas8982          1.72
Pavarde8983         Vardas8983          4.24
Pavarde8985         Vardas8985          3.76
Pavarde8988         Vardas8988          4.72
Pavarde8992         Vardas8992          2.00
Pavarde8993         Vardas8993          3.88
Pavarde8997         Vardas8997          1.60
Pavarde9001         Vardas9001          4.12
Pavarde9003         Vardas9003          3.56
Pavarde9006         Vardas9006          2.64
Pavarde9008         Vardas9008          2.08
Pavarde9010         Vardas9010          2.36
Pavarde9013         Vardas9013          3.04
Pavarde9015         Vardas9015          1.84
Pavarde9016         Vardas9016          2.08
Pavarde9017         Vardas9017          3.76
Pavarde9018         Vardas9018          2.20
Pavarde9019         Vardas9019          5.00
Pavarde9020         Vardas9020          3.16
Pavarde9021         Vardas9021          4.88
Pavarde9023         Vardas9023          2.00
Pavarde9025         Vardas9025          2.84
Pavarde9027         Vardas9027          4.88
Pavarde9028         Vardas9028          3.52
Pavarde9032         Vardas9032          3.80
Pavarde9035         Vardas9035          3.84
Pavarde9036         Vardas9036          3.92
Pavarde9038         Vardas9038          4.44
Pavarde9039         Vardas9039          3.72
Pavarde9042         Vardas9042          2.40
Pavarde9043         Vardas9043          3.92
Pavarde9045         Vardas9045          3.64
Pavarde9046         Vardas9046          2.08
Pavarde9049         Vardas9049          2.32
Pavarde9050         Vardas9050          3.52
Pavarde9052         Vardas9052          4.20
Pavarde9053         Vardas9053          3.24
Pavarde9055         Vardas9055          2.56
Pavarde9056         Vardas9056          3.24
Pavarde9061         Vardas9061          3.88
Pavarde9062         Vardas9062          2.60
Pavarde9063         Vardas9063          3.60
Pavarde9064         Vardas9064          2.76
Pavarde9065         Vardas9065          1.92
Pavarde9067         Vardas9067          3.80
Pavarde9068         Vardas9068          5.00
Pavarde9072         Vardas9072          2.48
Pavarde9073         Vardas9073          3.20
Pavarde9074         Vardas9074          3.48
Pavarde9085         Vardas9085          2.00
Pavarde9086         Vardas9086          4.32
Pavarde9088         Vardas9088          4.32
Pavarde9089         Vardas9089          4.44
Pavarde9092         Vardas9092          1.36
Pavarde9093         Vardas9093          4.24
Pavarde9094         Vardas9094          3.32
Pavarde9095         Vardas9095          3.32
Pavarde9096         Vardas9096          4.24
Pavarde9097         Vardas9097          4.32
Pavarde9098         Vardas9098          3.56
Pavarde9099         Vardas9099          2.44
Pavarde9100         Vardas9100          2.64
Pavarde9103         Vardas9103          1.68
Pavarde9104         Vardas9104          3.96
Pavarde9106         Vardas9106          4.20
Pavarde9109         Vardas9109          3.28
Pavarde9110         Vardas9110          4.68
Pavarde9111         Vardas9111          1.68
Pavarde9112         Vardas9112          3.48
Pavarde9115         Vardas9115          4.76
Pavarde9117         Vardas9117          4.52
Pavarde9118         Vardas9118          2.16
Pavarde9119         Vardas9119          3.44
Pavarde9122         Vardas9122          2.32
Pavarde9123         Vardas9123          2.88
Pavarde9125         Vardas9125          3.32
Pavarde9126         Vardas9126          2.32
Pavarde9127         Vardas9127          3.52
Pavarde9129         Vardas9129          4.80
Pavarde9130         Vardas9130          4.80
Pavarde9132         Vardas9132          1.52
Pavarde9134         Vardas9134          3.24
Pavarde9135         Vardas9135          4.80
Pavarde9136         Vardas9136          3.24
Pavarde9139         Vardas9139          4.20
Pavarde9140         Vardas9140          2.00
Pavarde9141         Vardas9141          3.92
Pavarde9143         Vardas9143          3.52
Pavarde9146         Vardas9146          3.44
Pavarde9150         Vardas9150          1.56
Pavarde9156         Vardas9156          4.60
Pavarde9158         Vardas9158          2.28
Pavarde9161         Vardas9161          4.92
Pavarde9162         Vardas9162          4.96
Pavarde9164         Vardas9164          2.76
Pavarde9165         Vardas9165          3.60
Pavarde9166         Vardas9166          4.52
Pavarde9167         Vardas9167          1.12
Pavarde9168         Vardas9168          2.68
Pavarde9169         Vardas9169          4.28
Pavarde9172         Vardas9172          4.16
Pavarde9173         Vardas9173          4.24
Pavarde9174         Vardas9174          4.12
Pavarde9175         Vardas9175          4.64
Pavarde9176         Vardas9176          4.80
Pavarde9179         Vardas9179          4.44
Pavarde9180         Vardas9180          3.80
Pavarde9185         Vardas9185          2.16
Pavarde9187         Vardas9187          4.48
Pavarde9188         Vardas9188          2.64
Pavarde9189         Vardas9189          4.80
Pavarde9190         Vardas9190          2.16
Pavarde9193         Vardas9193          1.52
Pavarde9197         Vardas9197          1.68
Pavarde9198         Vardas9198          3.28
Pavarde9200         Vardas9200          4.64
Pavarde9201         Vardas9201          2.08
Pavarde9202         Vardas9202          4.28
Pavarde9203         Vardas9203          1.88
Pavarde9208         Vardas9208          4.32
Pavarde9209         Vardas9209          3.20
Pavarde9211         Vardas9211          4.84
Pavarde9214         Vardas9214          4.32
Pavarde9215         Vardas9215          3.12
Pavarde9216         Vardas9216          4.24
Pavarde9218         Vardas9218          4.00
Pavarde9220         Vardas9220          3.20
Pavarde9221         Vardas9221          3.80
Pavarde9222         Vardas9222          2.80
Pavarde9223         Vardas9223          4.04
Pavarde9225         Vardas9225          3.04
Pavarde9226         Vardas9226          3.96
Pavarde9228         Vardas9228          4.20
Pavarde9230         Vardas9230          1.52
Pavarde9233         Vardas9233          2.44
Pavarde9235         Vardas9235          2.00
Pavarde9239         Vardas9239          2.96
Pavarde9240         Vardas9240          2.48
Pavarde9243         Vardas9243          4.32
Pavarde9244         Vardas9244          4.64
Pavarde9246         Vardas9246          2.68
Pavarde9247         Vardas9247          0.64
Pavarde9248         Vardas9248          4.60
Pavarde9249         Vardas9249          4.12
Pavarde9250         Vardas9250          4.84
Pavarde9251         Vardas9251          3.48
Pavarde9252         Vardas9252          3.28
Pavarde9253         Vardas9253          2.72
Pavarde9255         Vardas9255          4.68
Pavarde9257         Vardas9257          3.24
Pavarde9262         Vardas9262          2.40
Pavarde9263         Vardas9263          4.52
Pavarde9267         Vardas9267          3.52
Pavarde9271         Vardas9271          3.24
Pavarde9273         Vardas9273          4.84
Pavarde9274         Vardas9274          4.08
Pavarde9275         Vardas9275          4.84
Pavarde9276         Vardas9276          3.96
Pavarde9277         Vardas9277          2.96
Pavarde9279         Vardas9279          4.40
Pavarde9280         Vardas9280          2.04
Pavarde9281         Vardas9281          3.12
Pavarde9283         Vardas9283          2.80
Pavarde9285         Vardas9285          4.76
Pavarde9286         Vardas9286          4.00
Pavarde9290         Vardas9290          2.40
Pavarde9291         Vardas9291          2.96
Pavarde9293         Vardas9293          2.40
Pavarde9295         Vardas9295          4.36
Pavarde9296         Vardas9296          2.36
Pavarde9297         Vardas9297          1.44
Pavarde9298         Vardas9298          2.56
Pavarde9299         Vardas9299          4.92
Pavarde9300         Vardas9300          3.88
Pavarde9301         Vardas9301          3.36
Pavarde9303         Vardas9303          5.00
Pavarde9305         Vardas9305          3.92
Pavarde9310         Vardas9310          1.84
Pavarde9311         Vardas9311          4.20
Pavarde9312         Vardas9312          4.04
Pavarde9313         Vardas9313          4.64
Pavarde9314         Vardas9314          3.92
Pavarde9315         Vardas9315          4.96
Pavarde9320         Vardas9320          2.00
Pavarde9324         Vardas9324          2.60
Pavarde9325         Vardas9325          2.64
