Vardas              Pavarde             ND1 ND2 ND3 ND4 ND5 Egz.
Vardas8494          Pavarde8494         9 10 8 7 5 9
Vardas8495          Pavarde8495         2 6 4 9 9 1
Vardas8496          Pavarde8496         4 0 10 0 9 5
Vardas8497          Pavarde8497         0 7 5 0 8 6
Vardas8498          Pavarde8498         0 8 2 10 9 7
Vardas8499          Pavarde8499         3 8 10 2 10 0
Vardas8500          Pavarde8500         2 1 5 10 2 10
Vardas8501          Pavarde8501         6 4 8 6 3 2
Vardas8502          Pavarde8502         1 9 10 3 2 7
Vardas8503          Pavarde8503         0 2 3 9 0 4
Vardas8504          Pavarde8504         4 7 1 9 7 4
Vardas8505          Pavarde8505         0 5 7 0 2 8
Vardas8506          Pavarde8506         4 6 5 7 0 9
Vardas8507          Pavarde8507         1 7 2 8 2 1
Vardas8508          Pavarde8508         2 0 6 8 3 3
Vardas8509          Pavarde8509         4 3 7 5 7 10
Vardas8510          Pavarde8510         2 9 10 8 10 4
Vardas8511          Pavarde8511         10 10 6 8 10 8
Vardas8512          Pavarde8512         1 2 4 9 1 7
Vardas8513          Pavarde8513         7 2 0 4 1 8
Vardas8514          Pavarde8514         7 6 4 6 5 10
Vardas8515          Pavarde8515         0 8 8 5 9 3
Vardas8516          Pavarde8516         10 4 7 7 1 5
Vardas8517          Pavarde8517         9 8 2 3 0 5
Vardas8518          Pavarde8518         10 7 0 2 4 0
Vardas8519          Pavarde8519         8 5 4 0 9 3
Vardas8520          Pavarde8520         1 0 1 0 2 4
Vardas8521          Pavarde8521         5 0 6 9 9 0
Vardas8522          Pavarde8522         6 3 4 8 2 4
Vardas8523          Pavarde8523         2 2 8 8 4 0
Vardas8524          Pavarde8524         2 2 3 10 10 4
Vardas8525          Pavarde8525         8 8 3 7 7 6
Vardas8526          Pavarde8526         6 7 3 4 0 5
Vardas8527          Pavarde8527         3 8 0 6 3 2
Vardas8528          Pavarde8528         1 8 5 4 4 7
Vardas8529          Pavarde8529         8 0 4 10 9 9
Vardas8530          Pavarde8530         0 1 2 6 2 5
Vardas8531          Pavarde8531         2 6 10 3 10 6
Vardas8532          Pavarde8532         2 2 6 0 3 8
Vardas8533          Pavarde8533         1 0 5 9 5 8
Vardas8534          Pavarde8534         1 4 10 3 7 5
Vardas8535          Pavarde8535         0 2 9 7 8 2
Vardas8536          Pavarde8536         6 10 10 3 3 9
Vardas8537          Pavarde8537         2 5 7 5 4 10
Vardas8538          Pavarde8538         3 3 6 5 8 2
Vardas8539          Pavarde8539         4 5 5 3 0 8
Vardas8540          Pavarde8540         1 6 5 9 2 5
Vardas8541          Pavarde8541         10 3 4 5 7 9
Vardas8542          Pavarde8542         10 1 0 5 4 4
Vardas8543          Pavarde8543         7 9 4 1 6 7
Vardas8544          Pavarde8544         2 1 8 8 8 4
Vardas8545          Pavarde8545         5 2 3 0 10 3
Vardas8546          Pavarde8546         2 0 5 7 4 2
Vardas8547          Pavarde8547         7 10 7 6 3 3
Vardas8548          Pavarde8548         1 9 1 2 10 10
Vardas8549          Pavarde8549         2 1 2 8 0 3
Vardas8550          Pavarde8550         2 2 7 8 8 10
Vardas8551          Pavarde8551         2 3 4 9 3 1
Vardas8552          Pavarde8552         9 8 5 0 1 1
Vardas8553          Pavarde8553         3 2 1 3 6 7
Vardas8554          Pavarde8554         4 5 10 3 3 0
Vardas8555          Pavarde8555         9 5 2 8 9 6
Vardas8556          Pavarde8556         6 7 10 3 7 8
Vardas8557          Pavarde8557         1 8 0 2 5 9
Vardas8558          Pavarde8558         3 10 8 4 0 0
Vardas8559          Pavarde8559         3 4 6 2 8 2
Vardas8560          Pavarde8560         0 7 2 4 5 6
Vardas8561          Pavarde8561         0 2 2 2 7 9
Vardas8562          Pavarde8562         4 1 4 6 3 2
Vardas8563          Pavarde8563         6 6 9 3 6 0
Vardas8564          Pavarde8564         5 2 4 5 8 9
Vardas8565          Pavarde8565         5 4 7 2 0 8
Vardas8566          Pavarde8566         0 6 6 3 0 6
Vardas8567          Pavarde8567         7 4 10 2 3 8
Vardas8568          Pavarde8568         2 5 0 4 6 7
Vardas8569          Pavarde8569         4 4 8 7 4 0
Vardas8570          Pavarde8570         4 7 1 1 1 8
Vardas8571          Pavarde8571         10 1 9 10 10 0
Vardas8572          Pavarde8572         8 1 2 6 2 1
Vardas8573          Pavarde8573         5 6 5 3 10 9
Vardas8574          Pavarde8574         7 8 6 9 5 4
Vardas8575          Pavarde8575         8 3 5 6 7 10
Vardas8576          Pavarde8576         6 8 10 9 5 10
Vardas8577          Pavarde8577         8 7 0 9 5 8
Vardas8578          Pavarde8578         5 1 10 8 1 2
Vardas8579          Pavarde8579         9 2 2 1 9 7
Vardas8580          Pavarde8580         5 0 10 1 5 8
Vardas8581          Pavarde8581         3 4 6 5 2 8
Vardas8582          Pavarde8582         0 4 0 3 0 5
Vardas8583          Pavarde8583         5 7 5 0 6 10
Vardas8584          Pavarde8584         10 8 6 4 6 0
Vardas8585          Pavarde8585         8 1 4 5 7 1
Vardas8586          Pavarde8586         10 4 3 9 0 4
Vardas8587          Pavarde8587         0 7 8 2 6 8
Vardas8588          Pavarde8588         4 0 9 7 8 5
Vardas8589          Pavarde8589         3 0 7 1 4 6
Vardas8590          Pavarde8590         6 10 9 3 10 4
Vardas8591          Pavarde8591         3 10 8 5 0 3
Vardas8592          Pavarde8592         7 1 5 8 5 9
Vardas8593          Pavarde8593         9 1 6 1 7 5
Vardas8594          Pavarde8594         10 4 0 5 9 4
Vardas8595          Pavarde8595         4 8 2 4 10 6
Vardas8596          Pavarde8596         10 1 1 2 1 4
Vardas8597          Pavarde8597         0 8 9 3 2 3
Vardas8598          Pavarde8598         2 5 9 6 2 7
Vardas8599          Pavarde8599         8 6 1 3 3 1
Vardas8600          Pavarde8600         4 2 9 10 5 0
Vardas8601          Pavarde8601         3 0 1 7 1 1
Vardas8602          Pavarde8602         10 2 2 5 10 3
Vardas8603          Pavarde8603         1 4 9 10 2 6
Vardas8604          Pavarde8604         9 2 3 1 0 1
Vardas8605          Pavarde8605         2 9 1 1 7 0
Vardas8606          Pavarde8606         9 2 4 8 0 3
Vardas8607          Pavarde8607         6 8 0 4 7 9
Vardas8608          Pavarde8608         3 0 1 1 1 9
Vardas8609          Pavarde8609         6 7 0 10 6 10
Vardas8610          Pavarde8610         9 5 8 7 3 8
Vardas8611          Pavarde8611         3 8 9 8 5 6
Vardas8612          Pavarde8612         10 2 7 7 1 1
Vardas8613          Pavarde8613         0 3 9 8 9 9
Vardas8614          Pavarde8614         3 2 8 0 10 3
Vardas8615          Pavarde8615         4 2 0 5 8 8
Vardas8616          Pavarde8616         7 6 2 8 8 2
Vardas8617          Pavarde8617         5 10 10 1 5 1
Vardas8618          Pavarde8618         5 6 0 9 10 3
Vardas8619          Pavarde8619         7 3 5 5 7 5
Vardas8620          Pavarde8620         4 7 10 3 9 3
Vardas8621          Pavarde8621         3 2 7 8 2 8
Vardas8622          Pavarde8622         3 4 9 6 7 5
Vardas8623          Pavarde8623         0 8 6 7 1 8
Vardas8624          Pavarde8624         6 3 10 7 8 7
Vardas8625          Pavarde8625         5 5 9 1 0 1
Vardas8626          Pavarde8626         8 1 4 6 2 1
Vardas8627          Pavarde8627         5 9 9 5 10 5
Vardas8628          Pavarde8628         4 10 8 10 4 2
Vardas8629          Pavarde8629         8 8 6 3 3 10
Vardas8630          Pavarde8630         0 1 3 4 10 10
Vardas8631          Pavarde8631         6 9 10 7 0 9
Vardas8632          Pavarde8632         3 2 1 6 0 4
Vardas8633          Pavarde8633         3 10 0 5 0 2
Vardas8634          Pavarde8634         0 10 3 9 3 2
Vardas8635          Pavarde8635         4 7 5 9 5 7
Vardas8636          Pavarde8636         7 6 4 0 0 3
Vardas8637          Pavarde8637         7 7 3 10 4 2
Vardas8638          Pavarde8638         8 9 9 10 2 1
Vardas8639          Pavarde8639         10 9 6 8 10 6
Vardas8640          Pavarde8640         4 0 10 8 5 9
Vardas8641          Pavarde8641         8 2 2 3 3 0
Vardas8642          Pavarde8642         7 7 9 4 8 10
Vardas8643          Pavarde8643         6 2 0 5 6 3
Vardas8644          Pavarde8644         3 8 4 8 0 7
Vardas8645          Pavarde8645         5 9 2 8 4 9
Vardas8646          Pavarde8646         8 4 10 6 1 7
Vardas8647          Pavarde8647         6 1 2 1 6 2
Vardas8648          Pavarde8648         8 2 6 2 10 10
Vardas8649          Pavarde8649         4 9 8 1 8 3
Vardas8650          Pavarde8650         0 7 1 3 5 4
Vardas8651          Pavarde8651         4 10 7 6 5 10
Vardas8652          Pavarde8652         2 5 9 2 5 6
Vardas8653          Pavarde8653         8 9 7 1 0 8
Vardas8654          Pavarde8654         4 7 4 10 3 3
Vardas8655          Pavarde8655         3 5 1 7 7 6
Vardas8656          Pavarde8656         3 1 4 10 9 1
Vardas8657          Pavarde8657         10 6 1 8 8 0
Vardas8658          Pavarde8658         5 9 10 3 4 1
Vardas8659          Pavarde8659         6 1 9 10 10 0
Vardas8660          Pavarde8660         1 4 8 1 9 9
Vardas8661          Pavarde8661         8 10 10 6 1 1
Vardas8662          Pavarde8662         6 3 4 2 6 2
Vardas8663          Pavarde8663         1 7 0 7 1 10
Vardas8664          Pavarde8664         4 9 7 5 3 9
Vardas8665          Pavarde8665         1 4 10 4 6 6
Vardas8666          Pavarde8666         9 10 10 0 0 0
Vardas8667          Pavarde8667         2 1 1 8 7 3
Vardas8668          Pavarde8668         6 2 4 5 3 6
Vardas8669          Pavarde8669         6 7 0 2 2 10
Vardas8670          Pavarde8670         3 8 9 2 3 2
Vardas8671          Pavarde8671         3 5 7 7 5 0
Vardas8672          Pavarde8672         7 9 1 9 6 7
Vardas8673          Pavarde8673         3 2 5 10 4 5
Vardas8674          Pavarde8674         10 5 9 2 9 5
Vardas8675          Pavarde8675         0 5 8 7 0 6
Vardas8676          Pavarde8676         9 10 6 4 2 1
Vardas8677          Pavarde8677         0 4 10 3 3 1
Vardas8678          Pavarde8678         9 9 8 6 0 4
Vardas8679          Pavarde8679         9 3 1 10 9 0
Vardas8680          Pavarde8680         3 4 4 4 2 6
Vardas8681          Pavarde8681         3 0 1 1 3 10
Vardas8682          Pavarde8682         2 1 8 8 1 6
Vardas8683          Pavarde8683         0 5 2 9 2 0
Vardas8684          Pavarde8684         4 8 6 8 10 0
Vardas8685          Pavarde8685         7 9 4 2 5 1
Vardas8686          Pavarde8686         4 5 10 7 0 5
Vardas8687          Pavarde8687         9 9 7 10 3 3
Vardas8688          Pavarde8688         2 1 7 10 6 4
Vardas8689          Pavarde8689         0 10 9 3 9 3
Vardas8690          Pavarde8690         3 6 1 6 2 3
Vardas8691          Pavarde8691         2 7 7 0 10 7
Vardas8692          Pavarde8692         5 5 5 5 0 7
Vardas8693          Pavarde8693         8 2 9 7 6 1
Vardas8694          Pavarde8694         9 3 9 4 5 6
Vardas8695          Pavarde8695         9 7 0 1 9 3
Vardas8696          Pavarde8696         7 7 9 0 9 4
Vardas8697          Pavarde8697         7 4 0 10 5 8
Vardas8698          Pavarde8698         5 6 8 0 10 3
Vardas8699          Pavarde8699         10 2 2 6 7 1
Vardas8700          Pavarde8700         9 9 5 9 10 2
Vardas8701          Pavarde8701         1 4 0 4 0 8
Vardas8702          Pavarde8702         0 7 6 4 10 2
Vardas8703          Pavarde8703         0 7 3 7 8 9
Vardas8704          Pavarde8704         5 3 9 7 9 2
Vardas8705          Pavarde8705         4 6 9 7 3 8
Vardas8706          Pavarde8706         5 6 2 3 7 1
Vardas8707          Pavarde8707         7 0 0 9 5 8
Vardas8708          Pavarde8708         2 0 3 10 4 0
Vardas8709          Pavarde8709         0 1 7 5 3 9
Vardas8710          Pavarde8710         8 3 9 5 7 9
Vardas8711          Pavarde8711         1 9 1 5 3 1
Vardas8712          Pavarde8712         0 10 4 2 10 9
Vardas8713          Pavarde8713         2 7 3 7 7 5
Vardas8714          Pavarde8714         6 6 2 0 10 4
Vardas8715          Pavarde8715         10 0 3 6 5 6
Vardas8716          Pavarde8716         8 7 0 1 7 6
Vardas8717          Pavarde8717         0 9 1 10 5 7
Vardas8718          Pavarde8718         6 2 6 2 9 8
Vardas8719          Pavarde8719         10 3 2 10 10 5
Vardas8720          Pavarde8720         1 2 8 5 4 6
Vardas8721          Pavarde8721         5 9 10 2 0 9
Vardas8722          Pavarde8722         4 4 9 9 4 4
Vardas8723          Pavarde8723         0 3 0 5 5 6
Vardas8724          Pavarde8724         9 3 9 1 7 10
Vardas8725          Pavarde8725         0 4 8 7 4 9
Vardas8726          Pavarde8726         0 2 9 10 6 9
Vardas8727          Pavarde8727         0 9 1 7 2 1
Vardas8728          Pavarde8728         8 4 5 10 10 4
Vardas8729          Pavarde8729         1 7 5 7 7 10
Vardas8730          Pavarde8730         8 9 9 5 6 8
Vardas8731          Pavarde8731         7 1 1 10 2 0
Vardas8732          Pavarde8732         2 1 10 5 5 5
Vardas8733          Pavarde8733         2 3 9 7 2 4
Vardas8734          Pavarde8734         2 7 7 1 0 1
Vardas8735          Pavarde8735         4 4 6 1 3 6
Vardas8736          Pavarde8736         4 5 0 2 1 6
Vardas8737          Pavarde8737         10 2 10 4 9 4
Vardas8738          Pavarde8738         2 9 2 6 5 3
Vardas8739          Pavarde8739         3 1 5 2 10 6
Vardas8740          Pavarde8740         7 0 6 4 8 9
Vardas8741          Pavarde8741         2 0 7 7 10 6
Vardas8742          Pavarde8742         0 9 9 10 6 0
Vardas8743          Pavarde8743         1 10 10 6 7 6
Vardas8744          Pavarde8744         9 8 8 1 0 3
Vardas8745          Pavarde8745         7 1 7 10 0 3
Vardas8746          Pavarde8746         2 7 9 2 2 4
Vardas8747          Pavarde8747         7 2 5 6 8 1
Vardas8748          Pavarde8748         3 6 0 7 10 10
Vardas8749          Pavarde8749         10 9 0 0 2 7
Vardas8750          Pavarde8750         6 10 1 8 0 3
Vardas8751          Pavarde8751         6 3 0 3 10 9
Vardas8752          Pavarde8752         9 2 10 3 4 3
Vardas8753          Pavarde8753         6 10 8 4 4 4
Vardas8754          Pavarde8754         9 0 6 7 3 8
Vardas8755          Pavarde8755         8 2 2 5 8 0
Vardas8756          Pavarde8756         6 3 0 6 5 2
Vardas8757          Pavarde8757         8 5 8 9 3 5
Vardas8758          Pavarde8758         2 9 10 2 5 4
Vardas8759          Pavarde8759         1 6 10 2 10 1
Vardas8760          Pavarde8760         6 3 6 5 5 6
Vardas8761          Pavarde8761         1 4 10 10 3 9
Vardas8762          Pavarde8762         2 5 7 10 8 3
Vardas8763          Pavarde8763         4 8 8 7 0 1
Vardas8764          Pavarde8764         4 2 6 5 4 4
Vardas8765          Pavarde8765         8 5 5 3 9 9
Vardas8766          Pavarde8766         3 2 3 8 0 7
Vardas8767          Pavarde8767         1 3 5 3 8 5
Vardas8768          Pavarde8768         5 0 0 8 10 9
Vardas8769          Pavarde8769         8 5 1 10 7 10
Vardas8770          Pavarde8770         10 7 3 2 3 8
Vardas8771          Pavarde8771         5 3 7 1 0 2
Vardas8772          Pavarde8772         8 6 0 5 4 8
Vardas8773          Pavarde8773         0 4 3 8 9 1
Vardas8774          Pavarde8774         8 1 7 3 3 5
Vardas8775          Pavarde8775         1 7 5 8 5 5
Vardas8776          Pavarde8776         10 4 5 1 9 0
Vardas8777          Pavarde8777         3 10 1 5 0 4
Vardas8778          Pavarde8778         6 9 5 10 0 7
Vardas8779          Pavarde8779         4 7 2 4 5 8
Vardas8780          Pavarde8780         0 7 5 1 9 3
Vardas8781          Pavarde8781         7 1 1 4 2 7
Vardas8782          Pavarde8782         0 0 2 6 4 7
Vardas8783          Pavarde8783         0 5 6 10 6 6
Vardas8784          Pavarde8784         9 10 1 10 6 5
Vardas8785          Pavarde8785         9 10 3 5 5 2
Vardas8786          Pavarde8786         2 3 8 5 4 6
Vardas8787          Pavarde8787         3 5 9 6 2 1
Vardas8788          Pavarde8788         4 10 5 7 8 8
Vardas8789          Pavarde8789         2 5 0 2 5 8
Vardas8790          Pavarde8790         1 1 2 3 6 10
Vardas8791          Pavarde8791         4 3 2 8 6 1
Vardas8792          Pavarde8792         5 4 9 5 7 10
Vardas8793          Pavarde8793         7 5 7 8 5 0
Vardas8794          Pavarde8794         9 10 0 7 4 9
Vardas8795          Pavarde8795         3 5 3 6 10 8
Vardas8796          Pavarde8796         8 0 3 3 0 8
Vardas8797          Pavarde8797         1 10 0 2 0 2
Vardas8798          Pavarde8798         8 8 5 4 10 2
Vardas8799          Pavarde8799         4 6 1 0 6 3
Vardas8800          Pavarde8800         4 1 9 1 2 10
Vardas8801          Pavarde8801         5 1 5 7 5 6
Vardas8802          Pavarde8802         6 1 1 7 4 1
Vardas8803          Pavarde8803         2 2 9 3 6 4
Vardas8804          Pavarde8804         1 1 6 4 5 1
Vardas8805          Pavarde8805         3 1 2 10 4 5
Vardas8806          Pavarde8806         4 8 10 1 6 2
Vardas8807          Pavarde8807         5 10 9 7 1 4
Vardas8808          Pavarde8808         5 4 3 2 4 0
Vardas8809          Pavarde8809         5 4 7 5 0 2
Vardas8810          Pavarde8810         8 5 8 0 9 9
Vardas8811          Pavarde8811         4 2 2 0 0 7
Vardas8812          Pavarde8812         8 2 8 10 10 9
Vardas8813          Pavarde8813         10 3 8 10 10 9
Vardas8814          Pavarde8814         1 4 4 5 7 5
Vardas8815          Pavarde8815         6 4 5 3 3 2
Vardas8816          Pavarde8816         3 6 9 4 1 1
